lat,lng,population,date,temp,windSpeed,precipitation,humidity,visibility,pressure,dewPoint,dengue,pincode
12.450,75.150,0,2018-02-27,29.625,9.5,0,60.625,10,1009.75,18.625,41,671541
12.450,75.150,0,2018-02-28,30.625,8,0,64,10,1010.125,20.125,39,671541
12.450,75.150,0,2018-03-01,31,7.875,0,60.75,10,1010,18.625,57,671541
12.450,75.150,0,2018-03-02,30.375,7.875,0,60,10,1009.75,18.75,54,671541
12.450,75.150,0,2018-03-03,28.625,8.75,0,66.75,10,1010.375,20.625,62,671541
12.450,75.150,0,2018-03-04,28.625,8.125,0,74.75,9,1010,22.125,39,671541
12.450,75.150,0,2018-03-05,29.25,8.625,0,74.25,9,1010.125,22.5,38,671541
12.450,75.150,0,2018-03-06,28.5,8.375,0,75.125,8,1010.625,22.375,31,671541
12.450,75.150,0,2018-03-07,29,8.75,0,75.375,9,1010.75,22.875,61,671541
12.450,75.150,0,2018-03-08,29.125,8.75,0.037500000000000006,75.375,9,1010.625,22.875,55,671541
12.450,75.150,0,2018-03-09,29,9.25,0,74.875,9,1010.75,23,39,671541
12.450,75.150,0,2018-03-10,29.75,9.125,0,70.75,7.625,1010.5,21.625,35,671541
12.450,75.150,0,2018-03-11,34,8.25,0,56.75,10,1010.375,19.125,0,671541
12.450,75.150,0,2018-03-12,30.625,8.625,0,59.375,10,1010.625,18.75,48,671541
12.450,75.150,0,2018-03-13,31.125,9.5,0,59,10,1010.125,19.375,37,671541
12.450,75.150,0,2018-03-14,29.375,8.125,3.3125,72.75,8.375,1010.125,23.125,62,671541
12.450,75.150,0,2018-03-15,29.25,7.5,1.1125,70.875,9.375,1010.625,22.5,59,671541
12.450,75.150,0,2018-03-16,29.375,11.375,0.175,67.625,9.625,1010.25,22.25,31,671541
12.450,75.150,0,2018-03-17,29.875,8.5,0.05,70.5,9.875,1010,22.75,34,671541
12.450,75.150,0,2018-03-18,29.625,8.125,0.175,74.375,9.75,1010.875,23.375,48,671541
12.450,75.150,0,2018-03-19,30,9.875,3.025,75.625,7.875,1011.75,24,30,671541
12.450,75.150,0,2018-03-20,30.625,9,0.0625,67.625,10,1011.625,22.875,59,671541
12.450,75.150,0,2018-03-21,29.75,9,0,69.625,10,1011.75,22.875,63,671541
12.450,75.150,0,2018-03-22,29.25,11,0,69.5,9.875,1010.75,22.375,65,671541
12.450,75.150,0,2018-03-23,29,12.75,0,62.75,10,1010.25,20.625,32,671541
25.100,83.617,0,2018-02-20,24.875,5.75,0,47.5,10,1012.75,11.75,0,671319
25.100,83.617,0,2018-02-21,24,7.25,0,44.75,10,1011.625,10.75,0,671319
25.100,83.617,0,2018-02-22,25.75,7.5,0,37.875,10,1009.75,9.625,18,671319
25.100,83.617,0,2018-02-23,27.375,7.5,0,37.375,10,1009.625,10,20,671319
25.100,83.617,0,2018-02-24,28.875,7.125,0,37.375,10,1011.5,10.625,34,671319
25.100,83.617,0,2018-02-25,27.625,8.625,0,43.875,10,1011.875,13.5,9,671319
25.100,83.617,0,2018-02-26,26.25,11.25,0,45.625,10,1011.375,12.75,15,671319
25.100,83.617,0,2018-02-27,25.625,8.375,0,40,10,1011.875,10.625,18,671319
25.100,83.617,0,2018-02-28,26.5,7.875,0,40.75,10,1011.5,11.75,12,671319
25.100,83.617,0,2018-03-01,28,9.875,0,42.125,10,1009.875,12.625,22,671319
25.100,83.617,0,2018-03-02,29,11.875,0,34,10,1007.875,10.5,58,671319
25.100,83.617,0,2018-03-03,28.75,14.875,0,29.25,10,1006.5,7.75,37,671319
25.100,83.617,0,2018-03-04,29.75,11.875,0,23.875,10,1006.75,5.75,65,671319
25.100,83.617,0,2018-03-05,27,9.125,0.07500000000000001,30,10,1009.625,7.625,13,671319
25.100,83.617,0,2018-03-06,26.25,15.375,0,32.75,10,1011.25,7.125,17,671319
25.100,83.617,0,2018-03-07,26.375,10.625,0,27.375,10,1011.5,5.375,30,671319
25.100,83.617,0,2018-03-08,27.125,6.375,0,25.5,10,1012.5,5.125,24,671319
25.100,83.617,0,2018-03-09,27.5,9.625,0,24.125,10,1011.75,4.5,26,671319
25.100,83.617,0,2018-03-10,28.5,14.25,0,21.875,10,1010.875,4,109,671319
25.100,83.617,0,2018-03-11,29.625,11.375,0,20.875,10,1010.375,4.125,124,671319
25.100,83.617,0,2018-03-12,29.75,8.625,0,22.125,10,1009.625,5.25,55,671319
25.100,83.617,0,2018-03-13,30.375,12.25,0,20.875,10,1009.125,4.75,115,671319
25.100,83.617,0,2018-03-14,31.125,9.125,0,21.125,10,1008,5.875,125,671319
25.100,83.617,0,2018-03-15,29.25,7.125,0,27,10,1007.375,8.125,43,671319
25.100,83.617,0,2018-03-16,28.75,11.375,0,29.5,10,1006.5,8.125,42,671319
25.100,83.617,0,2018-03-17,28.625,12.75,0,27.125,10,1008,6.125,51,671319
25.100,83.617,0,2018-03-18,28.625,12.5,0,17.875,10,1010.625,0.75,84,671319
25.100,83.617,0,2018-03-19,28.875,9.875,0,15.5,10,1011.625,-0.375,90,671319
25.100,83.617,0,2018-03-20,29,10.25,0,16.375,10,1009.5,1.25,103,671319
25.100,83.617,0,2018-03-21,31.25,5.875,0,19.25,10,1007.25,4.625,120,671319
25.100,83.617,0,2018-03-22,31.375,5.875,0.275,25.25,9.75,1005.25,8.875,36,671319
25.100,83.617,0,2018-03-23,31.75,7.125,0,20,10,1006.5,6,104,671319
12.683,76.300,0,2018-02-20,24.125,11.5,0,40.625,10,1011.625,8.375,0,671124
12.683,76.300,0,2018-02-21,24.25,13.375,0,35.75,10,1010.875,6.375,0,671124
12.683,76.300,0,2018-02-22,24.125,11.25,0,35.75,10,1010.375,7.25,0,671124
12.683,76.300,0,2018-02-23,24.25,14.375,0,33.5,10,1010.75,5.75,0,671124
12.683,76.300,0,2018-02-24,23.625,12.25,0,30.375,10,1012,3.875,10,671124
12.683,76.300,0,2018-02-25,24,12.125,0,40.125,10,1012.5,7.375,12,671124
12.683,76.300,0,2018-02-26,24.625,9.75,0,34.25,10,1012,5.125,0,671124
12.683,76.300,0,2018-02-27,25.25,14.375,0,34.75,10,1011.125,6.125,9,671124
12.683,76.300,0,2018-02-28,25.625,13.375,0,28.875,10,1011.125,3.375,17,671124
12.683,76.300,0,2018-03-01,25.25,14,0,29.125,10,1010.875,3.75,17,671124
12.683,76.300,0,2018-03-02,25.875,13.875,0,25.875,10,1010.75,2.25,19,671124
12.683,76.300,0,2018-03-03,26.125,9.625,0,28,10,1010.75,4.375,16,671124
12.683,76.300,0,2018-03-04,26.375,8.625,0,43.375,10,1010.375,9.125,25,671124
12.683,76.300,0,2018-03-05,26.25,8.125,0,34.875,10,1010.625,6.75,4,671124
12.683,76.300,0,2018-03-06,26.125,10.125,0,28.875,10,1011,4.625,21,671124
12.683,76.300,0,2018-03-07,25.625,9.75,0,33.625,10,1011,5.25,14,671124
12.683,76.300,0,2018-03-08,26,11.25,0,41.625,10,1011.5,9.75,28,671124
12.683,76.300,0,2018-03-09,26.5,9.25,0,34.375,10,1011.375,7.375,26,671124
12.683,76.300,0,2018-03-10,26.5,14.25,0,32.875,10,1011.25,7.75,25,671124
12.683,76.300,0,2018-03-11,26.625,17.625,0,30.5,10,1011.25,6.625,28,671124
12.683,76.300,0,2018-03-12,26.375,18,0,30.375,10,1011.375,7,11,671124
12.683,76.300,0,2018-03-13,26.125,20.5,0.0875,45.875,9.875,1011,12.125,25,671124
12.683,76.300,0,2018-03-14,25.875,14.875,0.45,56.375,9.375,1010.875,15.125,8,671124
12.683,76.300,0,2018-03-15,25.25,10,2.1625,66.125,7.75,1010.875,17.375,35,671124
12.683,76.300,0,2018-03-16,24.375,8.5,5.575,72.875,7,1010.75,18.5,0,671124
12.683,76.300,0,2018-03-17,24.375,7.125,3.175,70.5,7.625,1010.625,18.5,0,671124
12.683,76.300,0,2018-03-18,25.375,5.75,1.8125,71.125,8.875,1011.125,18.625,18,671124
12.683,76.300,0,2018-03-19,26,6.5,1.1875,64.25,9,1012.375,17.75,16,671124
12.683,76.300,0,2018-03-20,27,7.875,0.0625,50.375,9.875,1011.75,14.25,15,671124
12.683,76.300,0,2018-03-21,26.5,11.75,0,60.125,10,1011.875,16.375,3,671124
12.683,76.300,0,2018-03-22,25.625,11.5,0,57.75,10,1010.375,15.375,18,671124
12.683,76.300,0,2018-03-23,26.5,11.125,0,49.125,10,1009.875,13.25,8,671124
12.400,75.050,0,2018-02-20,28.75,9,0,71.375,8,1010.875,21,48,671316
12.400,75.050,0,2018-02-21,30.125,8.625,0,67.25,9,1009.875,20,26,671316
12.400,75.050,0,2018-02-22,28.5,8.5,0,71.75,8,1009.75,21.125,46,671316
12.400,75.050,0,2018-02-23,28.125,8.75,0,73.375,8,1009.875,21.5,43,671316
12.400,75.050,0,2018-02-24,28.625,9.75,0,65.75,8.625,1010.875,19.125,69,671316
12.400,75.050,0,2018-02-25,30.25,8.625,0,65.375,9.375,1011.5,20,31,671316
12.400,75.050,0,2018-02-26,29.875,9.375,0,61.5,10,1011,19.125,32,671316
12.400,75.050,0,2018-02-27,29.625,9.5,0,60.625,10,1009.75,18.625,52,671316
12.400,75.050,0,2018-02-28,30.625,8,0,64,10,1010.125,20.125,41,671316
12.400,75.050,0,2018-03-01,31,7.875,0,60.75,10,1010,18.625,26,671316
12.400,75.050,0,2018-03-02,30.375,7.875,0,60,10,1009.75,18.75,69,671316
12.400,75.050,0,2018-03-03,28.625,8.75,0,66.75,10,1010.375,20.625,36,671316
12.400,75.050,0,2018-03-04,28.625,8.125,0,74.75,9,1010,22.125,67,671316
12.400,75.050,0,2018-03-05,29.25,8.625,0,74.25,9,1010.125,22.5,73,671316
12.400,75.050,0,2018-03-06,28.5,8.375,0,75.125,8,1010.625,22.375,73,671316
12.400,75.050,0,2018-03-07,29,8.75,0,75.375,9,1010.75,22.875,35,671316
12.400,75.050,0,2018-03-08,29.125,8.75,0.037500000000000006,75.375,9,1010.625,22.875,59,671316
12.400,75.050,0,2018-03-09,29,9.25,0,74.875,9,1010.75,23,39,671316
12.400,75.050,0,2018-03-10,29.75,9.125,0,70.75,7.625,1010.5,21.625,27,671316
12.400,75.050,0,2018-03-11,34,8.25,0,56.75,10,1010.375,19.125,0,671316
12.400,75.050,0,2018-03-12,30.625,8.625,0,59.375,10,1010.625,18.75,30,671316
12.400,75.050,0,2018-03-13,31.125,9.5,0,59,10,1010.125,19.375,46,671316
12.400,75.050,0,2018-03-14,29.375,8.125,3.3125,72.75,8.375,1010.125,23.125,21,671316
12.400,75.050,0,2018-03-15,29.25,7.5,1.1125,70.875,9.375,1010.625,22.5,63,671316
12.400,75.050,0,2018-03-16,29.375,11.375,0.175,67.625,9.625,1010.25,22.25,43,671316
12.400,75.050,0,2018-03-17,29.875,8.5,0.05,70.5,9.875,1010,22.75,45,671316
12.400,75.050,0,2018-03-18,29.625,8.125,0.175,74.375,9.75,1010.875,23.375,61,671316
12.400,75.050,0,2018-03-19,30,9.875,3.025,75.625,7.875,1011.75,24,47,671316
12.400,75.050,0,2018-03-20,30.625,9,0.0625,67.625,10,1011.625,22.875,46,671316
12.400,75.050,0,2018-03-21,29.75,9,0,69.625,10,1011.75,22.875,42,671316
12.400,75.050,0,2018-03-22,29.25,11,0,69.5,9.875,1010.75,22.375,32,671316
12.400,75.050,0,2018-03-23,29,12.75,0,62.75,10,1010.25,20.625,63,671316
12.250,75.100,25404,2018-02-20,28.375,11.5,0.0125,70.5,10,1011,21.75,111,671314
12.250,75.100,25404,2018-02-21,29.5,11.25,0,66.25,10,1009.875,21.25,149,671314
12.250,75.100,25404,2018-02-22,28.5,11.125,0.037500000000000006,68.625,10,1009.75,21.125,182,671314
12.250,75.100,25404,2018-02-23,28.625,10.875,0.037500000000000006,69.375,10,1010,21.625,191,671314
12.250,75.100,25404,2018-02-24,28.875,12,0,63.5,10,1011,20.5,161,671314
12.250,75.100,25404,2018-02-25,29.25,10.875,0,64.25,10,1011.5,21.25,137,671314
12.250,75.100,25404,2018-02-26,30,10.75,0,61.375,10,1011,20.875,140,671314
12.250,75.100,25404,2018-02-27,30.5,11.25,0,61.125,10,1009.75,20.625,90,671314
12.250,75.100,25404,2018-02-28,29.625,10.5,0,64.125,10,1010.125,21.625,128,671314
12.250,75.100,25404,2018-03-01,30,9.875,0,60.375,10,1010.125,20.5,123,671314
12.250,75.100,25404,2018-03-02,29.875,9.875,0,59.875,10,1010.125,20.5,101,671314
12.250,75.100,25404,2018-03-03,29.125,11,0,65.5,10,1010.625,21.75,93,671314
12.250,75.100,25404,2018-03-04,28.625,10.125,0,73,10,1010,23,151,671314
12.250,75.100,25404,2018-03-05,29.25,11,0,73.875,10,1010.125,23.375,150,671314
12.250,75.100,25404,2018-03-06,28.875,11.125,0,76.25,10,1010.625,23.875,186,671314
12.250,75.100,25404,2018-03-07,28.625,10.375,0,76.25,10,1010.75,23.625,131,671314
12.250,75.100,25404,2018-03-08,28.625,10.875,0,77.375,10,1010.75,23.875,133,671314
12.250,75.100,25404,2018-03-09,28.875,11.625,0.025,76.375,10,1010.875,24,173,671314
12.250,75.100,25404,2018-03-10,30.875,11.5,0,69.25,10,1010.625,22.5,174,671314
12.250,75.100,25404,2018-03-11,32,10.625,0,57.375,10,1010.5,20.75,70,671314
12.250,75.100,25404,2018-03-12,30.25,11.75,0,61.75,10,1010.75,21.125,125,671314
12.250,75.100,25404,2018-03-13,31.25,10.25,0,62.25,10,1010.375,21.625,242,671314
12.250,75.100,25404,2018-03-14,29.125,8.75,1.7375,73.875,8.75,1010.375,23.5,174,671314
12.250,75.100,25404,2018-03-15,29,10.25,1.7749999999999997,71.375,8.75,1010.625,22.875,156,671314
12.250,75.100,25404,2018-03-16,28.875,13.125,0.39999999999999997,69.375,9.375,1010.25,22.625,155,671314
12.250,75.100,25404,2018-03-17,29.125,9.625,0.0125,70.125,10,1010.125,23,168,671314
12.250,75.100,25404,2018-03-18,29.125,10,0.05,74.625,10,1010.875,24,165,671314
12.250,75.100,25404,2018-03-19,30,11.125,2.3875,75.625,8.25,1011.75,24.25,217,671314
12.250,75.100,25404,2018-03-20,29.75,9.75,0.725,71.25,9.625,1011.75,23.625,213,671314
12.250,75.100,25404,2018-03-21,29.25,10.125,0.1875,72.25,9.75,1011.875,23.875,123,671314
12.250,75.100,25404,2018-03-22,29.125,14,0,71.25,9.625,1010.75,23.25,161,671314
12.250,75.100,25404,2018-03-23,29.125,17.25,0,65.25,10,1010.25,21.625,196,671314
10.767,77.900,0,2018-02-20,28.625,11.75,0,55.125,10,1012.25,16.5,52,671532
10.767,77.900,0,2018-02-21,29,11.625,0,50.125,10,1011.25,14.875,27,671532
10.767,77.900,0,2018-02-22,29.125,11.125,0,46.875,10,1010.625,14,73,671532
10.767,77.900,0,2018-02-23,28.5,11.625,0,47.75,10,1011.375,14.125,64,671532
10.767,77.900,0,2018-02-24,28.25,13.5,0,57.125,10,1012.5,17.375,45,671532
10.767,77.900,0,2018-02-25,28.875,13.25,0,56.625,10,1012.875,17.625,55,671532
10.767,77.900,0,2018-02-26,29.875,11.25,0,51.875,10,1012,17.25,37,671532
10.767,77.900,0,2018-02-27,30.125,14.5,0,49.25,10,1011.375,16.5,59,671532
10.767,77.900,0,2018-02-28,30.25,12.875,0,51.25,10,1011.25,17.125,52,671532
10.767,77.900,0,2018-03-01,29.75,13.625,0,51.5,10,1011.375,16.25,50,671532
10.767,77.900,0,2018-03-02,30.125,11.375,0,45.5,10,1011,14.25,37,671532
10.767,77.900,0,2018-03-03,31.375,7.625,0,41,10,1010.625,12.625,56,671532
10.767,77.900,0,2018-03-04,30.75,9.5,0,37.75,10,1010.125,12,64,671532
10.767,77.900,0,2018-03-05,29.75,12.375,0,41.375,10,1010.75,12.5,43,671532
10.767,77.900,0,2018-03-06,29.75,12.875,0,42.375,10,1011.625,12.625,41,671532
10.767,77.900,0,2018-03-07,29.75,12.125,0,51.125,10,1011.5,16.25,32,671532
10.767,77.900,0,2018-03-08,30,12.125,0,48,10,1011.875,15.375,27,671532
10.767,77.900,0,2018-03-09,30.625,12.875,0,40.25,10,1011.875,13,40,671532
10.767,77.900,0,2018-03-10,31.125,13.125,0,45.375,10,1011.5,15.25,39,671532
10.767,77.900,0,2018-03-11,30.75,14,0,46.125,10,1012,15.625,28,671532
10.767,77.900,0,2018-03-12,30,15.875,0,58.625,10,1012.25,19.375,37,671532
10.767,77.900,0,2018-03-13,29.375,15.75,0.7,62,9.625,1012.125,20.5,37,671532
10.767,77.900,0,2018-03-14,29.5,14.125,0.21250000000000002,62.375,9.875,1011.5,20.875,18,671532
10.767,77.900,0,2018-03-15,29.875,15.125,0.025,62.875,9.875,1010.875,21.25,60,671532
10.767,77.900,0,2018-03-16,30.625,10,0.0125,57.5,10,1009.75,20.875,68,671532
10.767,77.900,0,2018-03-17,28.875,8.75,2.4375,64.875,8.375,1010.625,21.75,28,671532
10.767,77.900,0,2018-03-18,29.5,15.25,0,61.875,10,1011.75,20.375,33,671532
10.767,77.900,0,2018-03-19,29.625,14.125,0,54.625,10,1012.75,18.125,40,671532
10.767,77.900,0,2018-03-20,30.75,11.5,0,49.375,10,1012.25,17.125,47,671532
10.767,77.900,0,2018-03-21,32.5,6.125,0,44.625,10,1011.25,17.125,0,671532
10.767,77.900,0,2018-03-22,33,7.625,0,44.5,10,1009.5,18,0,671532
10.767,77.900,0,2018-03-23,33.625,9.625,0.1875,43,9.875,1008.875,18.125,0,671532
14.600,77.200,0,2018-02-20,28.625,13.25,0,37.25,10,1011.625,11,40,671313
14.600,77.200,0,2018-02-21,28.875,14.5,0,30.5,10,1010.875,7.625,41,671313
14.600,77.200,0,2018-02-22,28.625,12,0,29.625,10,1010,8.375,23,671313
14.600,77.200,0,2018-02-23,28.75,16.125,0,28.5,10,1010.875,7.5,51,671313
14.600,77.200,0,2018-02-24,27.75,16.375,0,24.625,10,1012.625,4.125,21,671313
14.600,77.200,0,2018-02-25,27,14.75,0,34.375,10,1013.25,7.625,18,671313
14.600,77.200,0,2018-02-26,28,12.125,0,28.875,10,1012.375,5.375,17,671313
14.600,77.200,0,2018-02-27,29.5,16.5,0,20.25,10,1011.375,2.5,89,671313
14.600,77.200,0,2018-02-28,29.875,16.125,0,18.375,10,1011,2.875,119,671313
14.600,77.200,0,2018-03-01,30.125,14,0,22.75,10,1011,4.75,51,671313
14.600,77.200,0,2018-03-02,30.25,13.5,0,20,10,1010.5,3.5,92,671313
14.600,77.200,0,2018-03-03,30.375,10.125,0,17,10,1009.875,1.75,79,671313
14.600,77.200,0,2018-03-04,30.5,15,0,15.875,10,1009.5,1.125,110,671313
14.600,77.200,0,2018-03-05,31,16.375,0,17.125,10,1010.375,1,68,671313
14.600,77.200,0,2018-03-06,30.25,16.125,0,17.875,10,1011,0.625,81,671313
14.600,77.200,0,2018-03-07,30,16.625,0,23.25,10,1011,4.375,56,671313
14.600,77.200,0,2018-03-08,30.5,15.875,0,22.875,10,1011,4.375,48,671313
14.600,77.200,0,2018-03-09,31,14,0,24.25,10,1011,7,47,671313
14.600,77.200,0,2018-03-10,31.125,15.625,0,29.75,10,1011,10.375,26,671313
14.600,77.200,0,2018-03-11,31.125,16.875,0,26,10,1011.5,8.375,59,671313
14.600,77.200,0,2018-03-12,31.5,19,0,28.625,10,1011.625,9.125,25,671313
14.600,77.200,0,2018-03-13,31.375,18.625,0,33.875,10,1011.25,12,26,671313
14.600,77.200,0,2018-03-14,32.375,19.75,0,33.5,10,1010.25,12.375,0,671313
14.600,77.200,0,2018-03-15,31,10.75,0,32.75,10,1010,12.375,34,671313
14.600,77.200,0,2018-03-16,32,11.125,0.037500000000000006,36.125,9.625,1008.625,14.375,51,671313
14.600,77.200,0,2018-03-17,30.5,16.5,0.5125,47.625,9.125,1010,17.375,45,671313
14.600,77.200,0,2018-03-18,30.625,16.5,0.0375,45.875,9.875,1010.625,16.5,38,671313
14.600,77.200,0,2018-03-19,31.875,16,0,34.625,10,1011.875,12.25,48,671313
14.600,77.200,0,2018-03-20,32.5,11,0,29.25,10,1010.75,11.125,0,671313
14.600,77.200,0,2018-03-21,34.25,10.125,0,24.5,10,1009.625,10.375,0,671313
14.600,77.200,0,2018-03-22,33.875,12.125,0,24.625,10,1007.875,10.875,0,671313
14.600,77.200,0,2018-03-23,34.25,15.125,0,19.875,10,1007.875,7.5,31,671313
12.333,75.100,0,2018-02-20,28.75,9,0,71.375,8,1010.875,21,52,671315
12.333,75.100,0,2018-02-21,30.125,8.625,0,67.25,9,1009.875,20,32,671315
12.333,75.100,0,2018-02-22,28.5,8.5,0,71.75,8,1009.75,21.125,29,671315
12.333,75.100,0,2018-02-23,28.125,8.75,0,73.375,8,1009.875,21.5,38,671315
12.333,75.100,0,2018-02-24,28.625,9.75,0,65.75,8.625,1010.875,19.125,44,671315
12.333,75.100,0,2018-02-25,30.25,8.625,0,65.375,9.375,1011.5,20,37,671315
12.333,75.100,0,2018-02-26,29.875,9.375,0,61.5,10,1011,19.125,31,671315
12.333,75.100,0,2018-02-27,29.625,9.5,0,60.625,10,1009.75,18.625,66,671315
12.333,75.100,0,2018-02-28,30.625,8,0,64,10,1010.125,20.125,55,671315
12.333,75.100,0,2018-03-01,31,7.875,0,60.75,10,1010,18.625,59,671315
12.333,75.100,0,2018-03-02,30.375,7.875,0,60,10,1009.75,18.75,56,671315
12.333,75.100,0,2018-03-03,28.625,8.75,0,66.75,10,1010.375,20.625,55,671315
12.333,75.100,0,2018-03-04,28.625,8.125,0,74.75,9,1010,22.125,53,671315
12.333,75.100,0,2018-03-05,29.25,8.625,0,74.25,9,1010.125,22.5,62,671315
12.333,75.100,0,2018-03-06,28.5,8.375,0,75.125,8,1010.625,22.375,33,671315
12.333,75.100,0,2018-03-07,29,8.75,0,75.375,9,1010.75,22.875,25,671315
12.333,75.100,0,2018-03-08,29.125,8.75,0.037500000000000006,75.375,9,1010.625,22.875,52,671315
12.333,75.100,0,2018-03-09,29,9.25,0,74.875,9,1010.75,23,27,671315
12.333,75.100,0,2018-03-10,29.75,9.125,0,70.75,7.625,1010.5,21.625,65,671315
12.333,75.100,0,2018-03-11,34,8.25,0,56.75,10,1010.375,19.125,0,671315
12.333,75.100,0,2018-03-12,30.625,8.625,0,59.375,10,1010.625,18.75,34,671315
12.333,75.100,0,2018-03-13,31.125,9.5,0,59,10,1010.125,19.375,22,671315
12.333,75.100,0,2018-03-14,29.375,8.125,3.3125,72.75,8.375,1010.125,23.125,34,671315
12.333,75.100,0,2018-03-15,29.25,7.5,1.1125,70.875,9.375,1010.625,22.5,23,671315
12.333,75.100,0,2018-03-16,29.375,11.375,0.175,67.625,9.625,1010.25,22.25,63,671315
12.333,75.100,0,2018-03-17,29.875,8.5,0.05,70.5,9.875,1010,22.75,57,671315
12.333,75.100,0,2018-03-18,29.625,8.125,0.175,74.375,9.75,1010.875,23.375,57,671315
12.333,75.100,0,2018-03-19,30,9.875,3.025,75.625,7.875,1011.75,24,26,671315
12.333,75.100,0,2018-03-20,30.625,9,0.0625,67.625,10,1011.625,22.875,50,671315
12.333,75.100,0,2018-03-21,29.75,9,0,69.625,10,1011.75,22.875,47,671315
12.333,75.100,0,2018-03-22,29.25,11,0,69.5,9.875,1010.75,22.375,47,671315
12.333,75.100,0,2018-03-23,29,12.75,0,62.75,10,1010.25,20.625,46,671315
11.167,76.333,0,2018-02-20,32.25,4.5,0,52,10,1011.25,19.25,0,676525
11.167,76.333,0,2018-02-21,32.125,3.875,0,50.125,10,1010.375,17.875,0,676525
11.167,76.333,0,2018-02-22,32,4.375,0,47.25,10,1010,17.125,55,676525
11.167,76.333,0,2018-02-23,32,4,0,47.25,10,1010.375,16.875,37,676525
11.167,76.333,0,2018-02-24,32.125,4.25,0,47,10,1011.375,17.25,0,676525
11.167,76.333,0,2018-02-25,32,3.625,0,50.625,10,1011.375,18.875,51,676525
11.167,76.333,0,2018-02-26,32.25,4.375,0,51,10,1011.125,18.75,0,676525
11.167,76.333,0,2018-02-27,33.25,4.125,0,44.75,10,1010.125,16.5,0,676525
11.167,76.333,0,2018-02-28,32.375,4.125,0,51.25,10,1010.25,18.5,0,676525
11.167,76.333,0,2018-03-01,32.375,3.5,0.0125,49,10,1010.375,17.375,0,676525
11.167,76.333,0,2018-03-02,32.75,4,0,44.5,10,1010.125,16.875,0,676525
11.167,76.333,0,2018-03-03,31.625,5.625,0,49.75,10,1010.375,18.75,45,676525
11.167,76.333,0,2018-03-04,32.125,5.125,0,56.375,10,1010,20.25,0,676525
11.167,76.333,0,2018-03-05,33.125,4.875,0,54,10,1010.125,20.5,0,676525
11.167,76.333,0,2018-03-06,33.25,5,0,50.75,10,1010.75,18.5,0,676525
11.167,76.333,0,2018-03-07,32.875,4.875,0,54.875,10,1010.625,20.25,0,676525
11.167,76.333,0,2018-03-08,32.875,4.125,0.05,55.375,10,1011.25,20.25,0,676525
11.167,76.333,0,2018-03-09,32.5,4.625,0.125,58.875,9.875,1011.125,21.125,0,676525
11.167,76.333,0,2018-03-10,34,3.375,0,48.375,10,1010.75,18.25,0,676525
11.167,76.333,0,2018-03-11,34.75,3.5,0,40.5,10,1010.625,16.125,0,676525
11.167,76.333,0,2018-03-12,34.125,3.5,0,42.875,10,1010.875,16.625,0,676525
11.167,76.333,0,2018-03-13,31.25,3.875,0.037500000000000006,53,9.125,1011,18.875,43,676525
11.167,76.333,0,2018-03-14,31,3.625,0.8125,59.375,9.125,1010.75,20.5,63,676525
11.167,76.333,0,2018-03-15,30.125,4,1.5,69.125,8.875,1010.75,22.125,38,676525
11.167,76.333,0,2018-03-16,29.625,5.375,0.5249999999999999,66.625,9.5,1010.25,21.375,45,676525
11.167,76.333,0,2018-03-17,31.375,4.5,0.0125,60,10,1010.375,21,54,676525
11.167,76.333,0,2018-03-18,31.125,3.25,1.1,66.625,9.5,1011,22.875,29,676525
11.167,76.333,0,2018-03-19,30.5,4.375,1.0125,66.625,9.875,1012.25,22.625,37,676525
11.167,76.333,0,2018-03-20,31.5,4.75,0.1,58.25,9.875,1011.75,20.125,53,676525
11.167,76.333,0,2018-03-21,31,5.625,0.0125,65.875,10,1011.75,22.625,57,676525
11.167,76.333,0,2018-03-22,30.75,4.75,0.08750000000000001,67.625,10,1010.5,22.625,49,676525
11.167,76.333,0,2018-03-23,30,4.875,0.025,64.625,9.875,1009.875,21.875,30,676525
11.250,75.950,0,2018-02-20,28.375,11.75,0,71.5,10,1010.875,22.125,52,673641
11.250,75.950,0,2018-02-21,28.875,10.875,0,64.875,10,1010.125,20.875,41,673641
11.250,75.950,0,2018-02-22,28.125,11.25,0,65.5,10,1009.75,20.5,60,673641
11.250,75.950,0,2018-02-23,28.25,11.375,0,67.375,10,1010,21,51,673641
11.250,75.950,0,2018-02-24,29.25,9.875,0,62,10,1011.125,20.125,30,673641
11.250,75.950,0,2018-02-25,28.875,11.125,0,66.375,10,1011.375,21.25,44,673641
11.250,75.950,0,2018-02-26,29.125,10.875,0,66.625,10,1011,21.875,52,673641
11.250,75.950,0,2018-02-27,29.375,10.5,0,61.5,10,1009.75,20.75,50,673641
11.250,75.950,0,2018-02-28,29,10.875,0,71,10,1010.125,22.875,72,673641
11.250,75.950,0,2018-03-01,28.875,10.375,0,66.375,10,1010.125,21.5,61,673641
11.250,75.950,0,2018-03-02,29.125,9.25,0,61.875,10,1010,21,21,673641
11.250,75.950,0,2018-03-03,28.25,12,0,68.375,10,1010.5,22.125,71,673641
11.250,75.950,0,2018-03-04,28.625,10.5,0,71.75,10,1010,23.125,33,673641
11.250,75.950,0,2018-03-05,28.875,10.875,0,75.375,10,1010.125,23.5,51,673641
11.250,75.950,0,2018-03-06,29,11.375,0,72,10,1010.625,22.625,64,673641
11.250,75.950,0,2018-03-07,28.5,11.25,0,76,10,1010.625,23.25,42,673641
